"Invoice0000002","30000000000000000000000000000000000000000000000.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000003","300.00","USDD","21/02/2019 02:04:59","Failed"
"Invoice0000004","1,000.009999","USD","20/02/2019 12:33:88","Approved"
"Invoice0000005","300.00","USD","21/22/2019 02:04:59","Failed"
"Invoice0000006","300.00","USD","21/02/2019 02:04:59","Failed"
"1,000.009999","USD","20/02/2019 12:33:16","Approved"
"Invoice0000002","300.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000002","300.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000001","1,000.009999","USD","20/02/2019 12:33:16","Approved"
"Invoice0000002","300.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000002","300.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000001","1,000.009999","USD","20/02/2019 12:33:16","Approved"
"Invoice0000002","300.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000002","300.00","USD","21/02/2019 02:04:59","Failed"
"Invoice0000001","1,000.009999","USD","20/02/2019 12:33:16","Approved"